0.000000;N2;S-1;B00; Start()
0.998417;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.998417;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.998417;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.998417;N2;S1;D08;    · I am NOT the TX destination (N3)
1.000000;N2;S1;C00; Node Stop()
1.000000;N2;S1;C02;  - Throughput = 0.000000 Mbps
1.000000;N2;S1;C03;  - Packets sent: 77
1.000000;N2;S1;C04;  - Packets lost: 77
1.000000;N2;S1;C05;  - Loss ratio: 100.000000
1.000000;N2;S1;C06;  - Time EFFECTIVELY transmitting in N channels: (1) 0.990142  
1.000000;N2;S1;C07;  - Time EFFECTIVELY transmitting in each channel: (#0) 0.000000 (#1) 0.000000 (#2) 0.000000 (#3) 0.000000 
1.000000;N2;S1;C08;  - Time LOST transmitting in N channels: (1) 1.002502  
1.000000;N2;S1;C09;  - Time LOST transmitting in each channel: (#0) 1.002502 (#1) 0.000000 (#2) 0.000000 (#3) 0.000000 
1.000000;N2;S1;C10;  - Total hidden nodes: 1
1.000000;N2;S1;C11;  - Hidden nodes list: 0  1  0  
